               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 129,            0.033728,            0.023951,           0.0032036,             0.86887,             0.66982,             0.73566,             0.40261,            0.032113,            0.017173,           0.0021115,            0.005776,            0.005776,            0.005776
                 130,            0.033833,             0.02386,           0.0032393,              0.8666,             0.67061,             0.73608,             0.40274,            0.032099,            0.017165,           0.0021094,            0.005743,            0.005743,            0.005743
                 131,            0.033807,            0.023817,            0.003177,             0.87084,             0.66847,             0.73616,             0.40312,            0.032085,            0.017158,           0.0021078,             0.00571,             0.00571,             0.00571
                 132,            0.033822,             0.02409,           0.0032137,             0.86871,             0.66737,             0.73408,             0.40284,             0.03207,            0.017151,           0.0021059,            0.005677,            0.005677,            0.005677
                 133,            0.033736,             0.02379,           0.0032303,             0.86654,             0.66866,             0.73493,              0.4023,            0.032058,            0.017145,           0.0021026,            0.005644,            0.005644,            0.005644
                 134,            0.033725,            0.023784,           0.0032739,             0.86786,             0.66835,             0.73507,             0.40337,             0.03204,            0.017138,           0.0020992,            0.005611,            0.005611,            0.005611
                 135,            0.033636,            0.023952,           0.0032199,             0.87037,             0.66663,             0.73467,             0.40415,            0.032021,            0.017131,           0.0020965,            0.005578,            0.005578,            0.005578
                 136,            0.033614,            0.023975,           0.0032524,             0.86615,             0.67021,             0.73504,             0.40446,            0.032007,            0.017125,           0.0020941,            0.005545,            0.005545,            0.005545
                 137,            0.033767,            0.023943,           0.0032092,             0.86494,             0.67038,             0.73491,             0.40436,            0.031996,            0.017118,           0.0020925,            0.005512,            0.005512,            0.005512
                 138,            0.033572,            0.023845,           0.0031947,             0.86413,             0.67338,             0.73548,             0.40475,            0.031982,            0.017111,           0.0020916,            0.005479,            0.005479,            0.005479
                 139,            0.033633,            0.023947,           0.0032403,             0.86619,             0.67142,             0.73576,             0.40517,             0.03197,            0.017104,           0.0020906,            0.005446,            0.005446,            0.005446
                 140,            0.033506,             0.02383,           0.0031334,             0.87389,             0.66827,             0.73704,             0.40516,            0.031957,            0.017099,           0.0020889,            0.005413,            0.005413,            0.005413
                 141,            0.033635,            0.023817,           0.0032167,             0.87348,             0.67133,              0.7374,             0.40516,            0.031946,            0.017095,           0.0020876,             0.00538,             0.00538,             0.00538
                 142,            0.033593,            0.023706,           0.0031246,             0.86784,             0.67508,             0.73734,             0.40531,            0.031935,            0.017088,           0.0020856,            0.005347,            0.005347,            0.005347
                 143,            0.033621,              0.0237,           0.0031637,             0.85311,             0.68283,             0.73686,             0.40537,             0.03192,            0.017082,           0.0020833,            0.005314,            0.005314,            0.005314
                 144,            0.033444,            0.023785,           0.0032041,             0.85222,             0.68299,             0.73619,             0.40576,            0.031908,            0.017075,           0.0020807,            0.005281,            0.005281,            0.005281
                 145,            0.033548,            0.023777,           0.0031848,             0.85541,             0.68311,             0.73691,              0.4059,            0.031895,            0.017069,           0.0020793,            0.005248,            0.005248,            0.005248
                 146,            0.033601,            0.023806,           0.0031832,              0.8516,             0.68656,              0.7371,             0.40641,            0.031883,            0.017064,           0.0020771,            0.005215,            0.005215,            0.005215
                 147,            0.033361,            0.023556,           0.0031432,              0.8516,             0.68641,              0.7371,             0.40694,             0.03187,            0.017058,           0.0020744,            0.005182,            0.005182,            0.005182
                 148,            0.033384,            0.023632,           0.0031941,             0.85338,             0.68647,              0.7373,             0.40746,            0.031854,            0.017051,           0.0020713,            0.005149,            0.005149,            0.005149
                 149,            0.033527,            0.023571,           0.0031731,             0.85265,             0.68711,             0.73657,             0.40746,             0.03184,            0.017046,           0.0020686,            0.005116,            0.005116,            0.005116
                 150,            0.033503,            0.023708,           0.0031145,             0.85497,             0.68859,             0.73767,             0.40762,            0.031825,            0.017039,           0.0020656,            0.005083,            0.005083,            0.005083
                 151,            0.033361,            0.023692,           0.0031432,             0.85593,             0.68964,             0.73884,             0.40832,            0.031812,            0.017033,           0.0020635,             0.00505,             0.00505,             0.00505
                 152,            0.033362,            0.023674,           0.0031407,             0.85804,             0.68731,              0.7386,             0.40884,              0.0318,            0.017027,           0.0020617,            0.005017,            0.005017,            0.005017
                 153,             0.03334,            0.023659,           0.0031465,             0.86032,             0.68725,             0.73935,             0.40898,             0.03179,            0.017023,           0.0020602,            0.004984,            0.004984,            0.004984
                 154,            0.033359,            0.023785,           0.0031987,             0.86002,              0.6876,             0.73948,             0.40948,            0.031777,            0.017018,           0.0020584,            0.004951,            0.004951,            0.004951
                 155,            0.033339,            0.023621,           0.0031538,             0.86357,             0.68691,              0.7397,             0.40917,            0.031765,             0.01701,           0.0020574,            0.004918,            0.004918,            0.004918
                 156,            0.033314,            0.023746,           0.0031242,             0.86253,             0.68835,             0.74001,             0.40911,            0.031751,            0.017004,           0.0020554,            0.004885,            0.004885,            0.004885
                 157,            0.033187,            0.023656,           0.0031266,             0.86198,             0.68913,             0.74004,             0.40943,            0.031738,            0.016998,           0.0020534,            0.004852,            0.004852,            0.004852
                 158,             0.03328,            0.023535,           0.0031072,             0.86363,             0.68915,             0.74018,             0.41008,            0.031729,            0.016991,           0.0020517,            0.004819,            0.004819,            0.004819
