               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   7,            0.037405,            0.027455,           0.0034012,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041453,           0.0041453,           0.0041453
                   8,            0.036266,            0.026376,           0.0030504,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031345,           0.0031345,           0.0031345
                   9,            0.035183,            0.025843,           0.0029085,             0.90182,             0.71813,              0.7768,             0.45722,            0.034396,            0.019502,           0.0021346,           0.0021237,           0.0021237,           0.0021237
                   0,             0.05328,             0.04875,            0.030145,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.055061,           0.0033742,           0.0033742
                   1,            0.039774,            0.033543,           0.0095615,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.034547,           0.0060873,           0.0060873
                   2,            0.037246,            0.034881,           0.0061069,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.013363,           0.0081307,           0.0081307
                   3,            0.037945,            0.039306,           0.0062786,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0076627,           0.0076627,           0.0076627
                   4,            0.036415,            0.038481,           0.0053924,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0076627,           0.0076627,           0.0076627
                   5,            0.034763,            0.036863,           0.0046202,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065836,           0.0065836,           0.0065836
                   6,            0.033183,            0.035458,           0.0041436,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055045,           0.0055045,           0.0055045
                   7,            0.031787,            0.034206,           0.0037635,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044254,           0.0044254,           0.0044254
                   8,             0.03061,            0.032767,           0.0034847,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033463,           0.0033463,           0.0033463
                   9,            0.029473,            0.031674,           0.0031477,             0.89841,             0.71427,             0.76704,             0.43639,            0.030273,            0.026299,           0.0024365,           0.0022672,           0.0022672,           0.0022672
                   0,            0.035787,            0.024293,           0.0026832,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.072087,           0.0033246,           0.0033246
                   1,            0.036266,            0.024282,            0.003084,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.044393,           0.0059978,           0.0059978
                   2,            0.040258,            0.028301,           0.0045508,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.016039,           0.0080112,           0.0080112
                   3,            0.044717,            0.031729,           0.0059944,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0076416,           0.0076416,           0.0076416
                   4,            0.043682,            0.030576,           0.0053298,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0076416,           0.0076416,           0.0076416
                   5,            0.042004,            0.029894,           0.0045686,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065655,           0.0065655,           0.0065655
                   6,            0.040675,            0.028498,           0.0041052,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054893,           0.0054893,           0.0054893
                   7,            0.039372,            0.027814,           0.0038195,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044132,           0.0044132,           0.0044132
                   8,            0.038193,            0.026898,           0.0034136,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033371,           0.0033371,           0.0033371
                   9,            0.036882,            0.026195,           0.0031904,             0.88559,             0.71089,             0.77034,             0.44026,            0.035633,            0.019378,           0.0023089,            0.002261,            0.002261,            0.002261
                   0,            0.045025,            0.035008,            0.017481,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.063647,            0.003352,            0.003352
                   1,            0.036568,            0.026587,           0.0055224,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.033392,           0.0060473,           0.0060473
                   2,            0.037985,            0.032388,           0.0066177,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007619,            0.007619,            0.007619
                   3,            0.040144,            0.035219,            0.007453,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007619,            0.007619,            0.007619
                   4,            0.037607,            0.032924,           0.0057856,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066785,           0.0066785,           0.0066785
                   5,            0.036227,            0.032251,            0.004965,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005738,            0.005738,            0.005738
