   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.91662,             0.74628,             0.79703,             0.49963,             0.02783,            0.014211,           0.0022011,             0.00581,                0.01,             0.87068,             0.00034,               3.599,                0.95,             0.07812,             0.04603,             0.60469,              1.0933,             0.84988,              1.3505,                 0.2,              3.0473,                   0,             0.01299,             0.71945,             0.37127,                   0,             0.08042,             0.32942,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               3.388
             0.91535,             0.74443,             0.80051,             0.50782,            0.027101,            0.014223,           0.0021664,             0.00442,                0.01,             0.86552,             0.00031,              3.2164,                0.95,             0.07724,             0.04606,             0.61903,              1.0155,              0.8956,              1.3786,                 0.2,              2.8871,                   0,              0.0124,              0.7567,             0.32836,                   0,             0.08042,             0.35561,                   0,                   0,                   0,                 0.5,             0.99732,                   0,                   0,              3.0376
             0.92052,             0.74226,             0.79667,             0.50473,            0.028626,            0.014709,           0.0023267,             0.00541,             0.01009,             0.88153,             0.00032,               3.597,              0.9025,             0.07724,             0.04704,             0.57694,              1.2671,             0.88055,              1.3327,                 0.2,              3.0816,                   0,             0.01188,             0.71589,             0.32641,                   0,             0.07908,              0.3315,                   0,                   0,                   0,                 0.5,             0.99871,                   0,                   0,               3.416
              0.9201,             0.73298,             0.78213,             0.47997,            0.028829,            0.012454,           0.0022767,             0.00532,             0.01009,             0.87568,             0.00034,              3.8997,                0.95,             0.08492,             0.05368,             0.45332,              1.4536,             0.85642,              1.2176,                 0.2,              3.0816,                   0,             0.01175,             0.70205,             0.31588,                   0,             0.07992,             0.32473,                   0,                   0,                   0,                 0.5,             0.99638,                   0,                   0,              4.6924
              0.9212,             0.73888,             0.78958,             0.49002,            0.030636,            0.012545,           0.0022741,             0.00502,                0.01,             0.88153,             0.00036,              3.0364,             0.84689,             0.08626,             0.04769,             0.58194,              1.1472,             0.88055,              1.1151,                 0.2,              2.6031,                   0,             0.01188,             0.61342,             0.29899,                   0,             0.08737,             0.32167,                   0,                   0,                   0,                 0.5,             0.99871,                   0,                   0,                   2
             0.92418,             0.73602,              0.7968,             0.50439,            0.028956,           0.0088388,           0.0014763,             0.00441,             0.01009,             0.88534,             0.00032,              3.2164,                0.95,             0.07724,             0.05235,              0.4029,              1.3123,             0.79363,              1.2397,                 0.2,              2.2059,                   0,             0.01369,             0.71589,             0.32641,                   0,             0.07908,              0.2994,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               3.416
             0.91905,             0.74728,             0.79376,             0.50415,            0.022603,            0.011148,           0.0018071,             0.00875,             0.01619,             0.80804,             0.00049,              3.6921,              0.5974,             0.07812,             0.03737,             0.49875,               1.109,             0.65808,              1.2674,                 0.2,              3.2493,                   0,             0.01824,             0.30817,             0.51048,                   0,             0.05626,             0.28726,                   0,                   0,                   0,                 0.5,             0.86353,                   0,                   0,              3.0981
              0.9235,             0.73661,             0.79611,             0.50086,            0.020148,           0.0081846,           0.0016806,             0.00792,             0.01876,             0.90177,             0.00047,              3.6925,             0.87638,             0.08002,             0.03348,             0.46289,              1.1877,             0.57004,              1.1719,                 0.2,              2.7897,                   0,             0.01667,             0.30277,             0.42888,                   0,             0.06775,             0.25462,                   0,                   0,                   0,                 0.5,             0.93462,                   0,                   0,              2.5704
             0.89733,             0.72652,             0.78232,              0.4643,            0.023098,           0.0083556,           0.0025765,             0.00875,             0.01754,             0.77857,             0.00046,              4.7783,             0.68034,             0.07872,             0.04075,             0.54539,              1.1105,             0.56151,              1.2237,                 0.2,              2.9846,                   0,             0.01915,             0.37704,             0.58963,                   0,             0.07002,             0.29783,                   0,                   0,                   0,                 0.5,             0.90818,                   0,                   0,              4.0825
             0.91688,             0.74068,             0.78947,             0.50288,            0.022568,           0.0097159,           0.0018548,             0.00853,             0.01619,             0.84626,             0.00048,              3.5734,             0.71398,             0.08071,             0.03706,             0.47761,              1.2052,             0.59647,              1.2671,                 0.2,              3.0819,                   0,             0.01908,             0.32273,             0.49225,                   0,                0.06,             0.28726,                   0,                   0,                   0,                 0.5,             0.95683,                   0,                   0,              3.0981
             0.91836,             0.74276,             0.79038,             0.50169,            0.022366,           0.0096068,           0.0019524,             0.00873,             0.01557,             0.84976,              0.0005,              3.6811,             0.72345,             0.08138,             0.03631,             0.49875,              1.1953,             0.58995,               1.235,                 0.2,              3.1827,                   0,             0.01789,             0.30943,             0.49738,                   0,             0.06234,             0.29399,                   0,                   0,                   0,                 0.5,              0.9481,                   0,                   0,              3.0981
             0.92801,             0.74144,             0.79611,              0.5059,             0.02246,           0.0086925,           0.0019543,             0.00917,             0.01588,             0.84657,             0.00049,              3.6925,             0.70388,             0.07763,             0.03712,             0.50262,               1.238,             0.56409,              1.2007,                 0.2,               2.983,                   0,             0.01887,             0.30277,             0.51502,                   0,             0.06021,             0.28924,                   0,                   0,                   0,                 0.5,              0.9479,                   0,                   0,              3.1053
             0.92166,             0.72379,             0.78456,             0.47445,            0.019749,           0.0082349,           0.0020947,              0.0098,              0.0187,             0.83181,             0.00044,              3.1957,             0.49604,             0.07522,             0.03553,             0.49875,              1.1877,             0.57647,              1.1229,                 0.2,              3.0819,                   0,             0.01454,             0.28487,             0.53788,                   0,             0.07111,             0.41245,                   0,                   0,                   0,                 0.5,              0.9559,                   0,                   0,               3.819
             0.92817,             0.74029,             0.79391,             0.50463,             0.02116,           0.0092955,           0.0018535,             0.00892,             0.01619,             0.85507,             0.00049,              3.6919,             0.71398,             0.07877,             0.03511,             0.50701,              1.1523,             0.57691,              1.2785,                 0.2,              3.0234,                   0,             0.01852,             0.30484,              0.5007,                   0,             0.06251,             0.30254,                   0,                   0,                   0,                 0.5,              0.9481,                   0,                   0,              2.9671
             0.90052,             0.73844,             0.77999,              0.4796,            0.020995,           0.0080136,           0.0019794,             0.01133,             0.01327,             0.84626,              0.0004,              3.9349,             0.78145,             0.06836,             0.04019,             0.50918,              1.1745,             0.59564,              1.2281,                 0.2,              2.8099,                   0,              0.0161,             0.30277,             0.49986,                   0,             0.06211,             0.28726,                   0,                   0,                   0,                 0.5,              0.9481,                   0,                   0,              3.5107
             0.90882,             0.73068,             0.78495,             0.47549,            0.025607,            0.012119,           0.0027402,              0.0069,             0.01544,             0.84188,             0.00049,              3.6235,             0.66505,             0.10025,             0.04257,             0.67228,              1.1187,             0.71616,              1.2281,                 0.2,              3.6148,                   0,             0.01749,              0.3732,             0.49986,                   0,             0.07217,             0.33669,                   0,                   0,                   0,                 0.5,              0.9481,                   0,                   0,              3.9356
             0.92524,             0.73849,             0.79279,             0.49882,            0.026412,             0.01124,             0.00169,             0.00765,             0.01513,             0.79515,             0.00041,              3.7688,             0.71398,             0.06691,             0.04346,             0.40806,              1.3492,             0.65995,               1.381,                 0.2,              3.0819,                   0,             0.01752,             0.33249,               0.475,                   0,             0.06594,             0.23807,                   0,                   0,                   0,                 0.5,             0.92946,                   0,                   0,              3.0981
             0.92478,             0.73852,             0.79193,             0.50057,            0.022827,            0.009228,           0.0020815,              0.0085,             0.01619,             0.84626,             0.00054,              3.6195,             0.71398,              0.0901,             0.03706,             0.53005,              1.2436,             0.57004,              1.2281,                 0.2,              3.0819,                   0,             0.02003,             0.31467,             0.49482,                   0,             0.07333,             0.25986,                   0,                   0,                   0,                 0.5,              0.9481,                   0,                   0,              3.0219
             0.92192,             0.73651,             0.78509,             0.48022,            0.018257,           0.0050902,           0.0020616,             0.00946,             0.01131,              0.8022,             0.00061,              4.4449,             0.71398,              0.0563,             0.03587,             0.48471,              1.2354,             0.39106,              1.2281,                 0.2,              2.6894,                   0,             0.01824,             0.26604,             0.56778,                   0,             0.07079,             0.28726,                   0,                   0,                   0,                 0.5,              0.9481,                   0,                   0,              4.5006
             0.92255,             0.73486,             0.79039,             0.50495,            0.021901,           0.0091103,           0.0018999,             0.00881,             0.01609,             0.84605,             0.00049,              3.6871,             0.71715,             0.07812,             0.03601,             0.49818,              1.1946,              0.5713,              1.2308,                 0.2,              3.0798,                   0,             0.01819,             0.30268,             0.50253,                   0,             0.06247,             0.28558,                   0,                   0,                   0,                 0.5,             0.95089,                   0,                   0,              3.0611
             0.91163,             0.73801,             0.78914,             0.49521,            0.022395,           0.0093554,           0.0022608,             0.01042,             0.01627,             0.84626,              0.0004,              3.6925,             0.71398,             0.06409,             0.03587,             0.57621,              1.1877,             0.56408,              1.1391,                 0.2,               3.472,                   0,             0.02052,             0.30277,             0.52783,                   0,             0.06736,             0.26888,                   0,                   0,                   0,                 0.5,             0.82941,                   0,                   0,              2.8772
             0.91423,             0.73975,             0.78409,             0.48261,            0.024505,           0.0081453,            0.002362,             0.00875,             0.01619,              0.8275,             0.00042,              3.6205,             0.76916,             0.09404,             0.04585,             0.56648,              1.1877,             0.60587,              1.0693,                 0.2,              2.9958,                   0,             0.01843,             0.30277,             0.48649,                   0,             0.06234,             0.31349,                   0,                   0,                   0,                 0.5,             0.72828,                   0,                   0,              5.0578
             0.92031,             0.74659,             0.79814,             0.50895,            0.021696,           0.0096395,           0.0019853,             0.00875,             0.01619,             0.84493,             0.00049,              4.0989,             0.73705,             0.07621,             0.03587,             0.51227,              1.2521,             0.57004,              1.3328,                 0.2,              3.1571,                   0,             0.01919,             0.30277,             0.50467,                   0,             0.05952,             0.26981,                   0,                   0,                   0,                 0.5,             0.91959,                   0,                   0,              2.9223
             0.90508,             0.74278,             0.79388,             0.49919,             0.02898,            0.015273,           0.0020658,             0.00412,             0.01066,             0.86384,              0.0003,              3.2164,                0.95,             0.07724,             0.04858,             0.62576,             0.95994,             0.93248,              1.3233,                 0.2,              3.0557,                   0,             0.01368,             0.76131,             0.34074,                   0,              0.0837,             0.35627,                   0,                   0,                   0,                 0.5,              0.9845,                   0,                   0,                3.48
             0.91062,             0.74112,             0.79292,             0.50467,            0.029469,            0.013333,            0.001816,             0.00461,                0.01,             0.87919,              0.0003,              2.9981,                0.95,             0.07548,             0.05044,             0.54756,              1.0155,              0.8956,              1.2957,                 0.2,              2.7556,                   0,              0.0124,              0.7567,              0.3438,                   0,              0.0833,             0.35561,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1869
             0.88627,             0.62865,             0.69573,             0.41502,            0.026779,            0.013934,           0.0031631,             0.00275,                0.01,             0.86382,             0.00024,              4.6848,             0.72277,             0.08133,             0.04606,             0.61903,              1.0591,              0.8956,              1.3786,                 0.2,              2.8871,                   0,             0.01234,             0.76247,             0.40671,                   0,             0.05821,             0.31442,                   0,                   0,                   0,                 0.5,             0.99732,                   0,                   0,              3.5143
             0.91566,             0.74267,             0.79835,             0.50795,            0.027953,            0.014362,           0.0023361,             0.00384,             0.01012,             0.86552,             0.00031,              3.0938,             0.92013,             0.08252,             0.04808,             0.68277,              1.0155,              0.8956,              1.4494,                 0.2,              2.8326,                   0,             0.01229,             0.71127,             0.32836,                   0,             0.08165,             0.39169,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.4544
             0.92213,             0.73987,             0.79953,             0.50935,            0.028832,            0.014411,           0.0023291,             0.00384,             0.01012,             0.86651,             0.00031,              3.0991,             0.92054,             0.08272,             0.04803,             0.68505,              1.0178,             0.89499,              1.4481,                 0.2,              2.8311,                   0,             0.01229,             0.70839,             0.32836,                   0,              0.0817,             0.39113,                   0,                   0,                   0,                 0.5,             0.99974,                   0,                   0,              3.4544
             0.91443,             0.73699,             0.78725,             0.48738,            0.020172,               0.011,           0.0022346,              0.0048,                0.01,             0.90412,             0.00035,               3.463,             0.77483,              0.0541,             0.03106,             0.60316,              1.0831,             0.83464,              1.0275,                 0.2,              2.4954,                   0,             0.01521,             0.57461,             0.39272,                   0,             0.08964,             0.24385,                   0,                   0,                   0,                 0.5,             0.85335,                   0,                   0,                   2
             0.92211,             0.74587,             0.79633,             0.51128,             0.02074,           0.0073285,           0.0020477,             0.00567,             0.01021,             0.89496,             0.00038,              3.5241,                0.95,             0.06543,             0.03496,             0.60617,              0.9799,             0.56691,             0.88052,                 0.2,              2.9882,                   0,             0.01128,                 0.9,             0.49631,                   0,             0.10319,             0.28218,                   0,                   0,                   0,                 0.5,             0.67385,                   0,                   0,              2.7085
             0.91096,             0.72971,             0.78157,             0.47432,            0.018987,           0.0068507,           0.0024442,             0.00955,             0.01381,              0.8356,             0.00052,              3.9473,             0.61287,             0.07621,              0.0339,             0.51227,              1.6489,              0.4306,              1.3328,                 0.2,              3.1571,                   0,             0.01919,             0.24959,             0.60121,                   0,             0.04365,             0.23951,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.7622
             0.91725,             0.74776,             0.79402,              0.4976,            0.022644,            0.014087,           0.0017309,             0.00888,             0.01833,             0.84493,             0.00049,              3.5737,             0.71117,             0.09155,             0.03587,             0.42366,              1.2521,             0.75123,              1.3328,                 0.2,              3.7949,                   0,             0.01563,             0.20034,             0.50467,                   0,             0.05786,             0.26046,                   0,                   0,                   0,                 0.5,             0.96073,                   0,                   0,              2.9223
              0.9207,             0.74252,             0.79637,             0.50747,            0.022748,           0.0090892,           0.0020833,             0.00863,              0.0158,             0.84054,             0.00052,              4.0989,             0.71841,             0.07621,             0.03825,             0.52221,              1.3568,             0.54777,              1.3328,                 0.2,              3.1909,                   0,             0.01613,             0.27554,             0.49253,                   0,             0.05211,             0.27659,                   0,                   0,                   0,                 0.5,             0.93782,                   0,                   0,              2.6744
             0.91547,             0.73616,             0.78132,             0.48211,            0.024717,           0.0088314,           0.0019585,             0.00679,             0.02056,             0.86313,             0.00041,              4.1065,             0.82607,             0.07621,             0.03587,             0.51227,              1.0052,             0.49745,              1.1551,                 0.2,               3.379,                   0,              0.0194,             0.34029,             0.63217,                   0,             0.05445,              0.2686,                   0,                   0,                   0,                 0.5,             0.93945,                   0,                   0,              2.1007
             0.90966,             0.73558,             0.78574,             0.48221,            0.017167,            0.010666,           0.0029662,              0.0096,             0.01533,             0.84493,             0.00051,              3.8376,             0.68412,             0.09729,             0.03071,             0.75963,              1.2147,             0.72441,              1.1772,                 0.2,              3.1571,                   0,             0.01759,             0.30277,             0.39863,                   0,             0.04672,             0.26779,                   0,                   0,                   0,                 0.5,             0.91959,                   0,                   0,              3.5098
             0.92267,             0.73968,             0.79397,             0.50401,              0.0249,           0.0083664,           0.0020599,             0.01011,             0.01826,             0.81601,             0.00048,              3.9218,             0.73705,             0.07621,             0.04294,             0.57877,              1.1803,             0.58765,              1.2958,                 0.2,              2.6339,                   0,             0.01812,             0.34474,             0.46261,                   0,             0.04912,             0.28628,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7702
             0.92186,             0.74502,             0.80055,             0.50696,            0.016118,            0.008095,           0.0018802,             0.00747,             0.01001,             0.80084,             0.00043,              4.0989,             0.39154,             0.08904,              0.0274,             0.49376,              1.2459,              0.4976,              1.5744,                 0.2,              2.7382,                   0,             0.01814,             0.26568,             0.52142,                   0,             0.04581,             0.36497,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9223
             0.92187,              0.7421,             0.79478,             0.50203,             0.02335,            0.011046,           0.0019245,             0.00875,             0.01586,              0.8203,             0.00053,              3.8158,             0.74494,             0.07596,             0.03692,             0.45438,              1.2521,             0.58362,               1.274,                 0.2,              3.9547,                   0,             0.01857,             0.25081,             0.50467,                   0,             0.06485,             0.23908,                   0,                   0,                   0,                 0.5,             0.75313,                   0,                   0,              2.6796
             0.92709,             0.74441,              0.7989,             0.50374,            0.020644,           0.0093157,           0.0019164,             0.00945,             0.01705,             0.84181,             0.00047,              4.2854,             0.71857,             0.07621,             0.03446,             0.50949,              1.2131,             0.57004,               1.356,                 0.2,                3.01,                   0,             0.01897,             0.28956,             0.51541,                   0,             0.05952,              0.2738,                   0,                   0,                   0,                 0.5,             0.90942,                   0,                   0,              2.6004
              0.9259,             0.72913,             0.79549,             0.49448,            0.022325,           0.0084894,           0.0021976,             0.00924,             0.01517,             0.84653,             0.00045,              4.2734,             0.73705,             0.07475,             0.03732,             0.55133,               1.378,             0.52758,              1.2762,                 0.2,              3.0532,                   0,             0.01919,             0.30832,             0.50467,                   0,             0.05952,             0.26451,                   0,                   0,                   0,                 0.5,             0.88486,                   0,                   0,               2.645
             0.92055,             0.73609,             0.80046,             0.49876,            0.020466,            0.011416,           0.0021427,             0.00834,             0.01737,             0.91173,             0.00048,              3.3145,             0.80324,             0.10602,             0.03154,             0.57705,             0.93364,             0.57004,              1.3328,                 0.2,               4.053,                   0,             0.01746,             0.39069,             0.50467,                   0,             0.07469,             0.30366,                   0,                   0,                   0,                 0.5,             0.91959,                   0,                   0,              2.7434
             0.92523,              0.7421,              0.7934,             0.50964,            0.023028,           0.0094437,           0.0021141,             0.00858,             0.01633,             0.84493,             0.00042,              4.0989,             0.76256,             0.07225,             0.03734,             0.51489,              1.3151,             0.53189,              1.3328,                 0.2,              3.3927,                   0,             0.01919,             0.28182,              0.4418,                   0,             0.05952,              0.2203,                   0,                   0,                   0,                 0.5,             0.91959,                   0,                   0,              3.3637
             0.92097,             0.72668,             0.78614,             0.47646,            0.021034,           0.0079541,           0.0021651,             0.00746,             0.01628,             0.79714,             0.00052,              4.1207,                0.95,             0.07804,             0.03587,             0.46553,               1.472,             0.57004,              1.0052,                 0.2,              3.1709,                   0,             0.01732,             0.38957,             0.44984,                   0,             0.05537,             0.28272,                   0,                   0,                   0,                 0.5,             0.88898,                   0,                   0,              4.2236
             0.91601,             0.74257,             0.78955,             0.49171,            0.025055,            0.010701,           0.0023832,             0.00893,                0.01,             0.85537,             0.00029,              4.2236,             0.63228,             0.07621,             0.03908,             0.55072,              1.2705,             0.57004,              1.2512,                 0.2,              3.8567,                   0,             0.01772,             0.29908,             0.50467,                   0,             0.03827,             0.43714,                   0,                   0,                   0,                 0.5,             0.91959,                   0,                   0,              2.8906
             0.91581,             0.73871,             0.78244,              0.4834,            0.025449,            0.010828,           0.0021729,             0.00819,             0.01542,             0.84588,             0.00048,              3.9802,             0.73705,             0.06566,             0.03708,             0.51227,              1.2446,             0.58181,              1.4196,                 0.2,               3.059,                   0,              0.0198,             0.30229,             0.50467,                   0,             0.06415,             0.28868,                   0,                   0,                   0,                 0.5,             0.92488,                   0,                   0,              2.0319
             0.92025,             0.74285,             0.79545,             0.50361,            0.019608,             0.01152,            0.001903,             0.00859,             0.01574,             0.84309,             0.00049,               4.326,             0.70456,             0.08123,             0.03234,             0.51227,              1.1193,             0.67817,              1.3432,                 0.2,              3.1571,                   0,             0.01891,             0.34188,             0.53813,                   0,             0.05701,             0.25825,                   0,                   0,                   0,                 0.5,             0.87422,                   0,                   0,              2.9223
             0.91219,             0.74344,             0.79587,             0.49675,            0.022595,           0.0093023,           0.0020762,             0.00873,             0.01672,             0.84653,             0.00046,              3.9694,             0.73705,             0.07231,             0.03708,             0.53102,              1.2648,             0.55481,              1.3698,                 0.2,              3.0696,                   0,             0.01886,             0.29523,             0.54416,                   0,              0.0662,             0.25528,                   0,                   0,                   0,                 0.5,             0.97981,                   0,                   0,              2.9769
             0.91183,             0.74452,             0.78801,             0.48288,             0.02062,            0.013233,           0.0020725,             0.00901,             0.01654,             0.78951,              0.0005,              4.2257,             0.83256,             0.07621,             0.02872,             0.47426,              1.1789,             0.57853,              1.6422,                 0.2,              3.9064,                   0,             0.01836,             0.27572,             0.44835,                   0,             0.06275,             0.26981,                   0,                   0,                   0,                 0.5,             0.70844,                   0,                   0,              2.1106
              0.9155,             0.73549,             0.77956,             0.48502,            0.019552,            0.011801,           0.0012881,             0.00875,              0.0217,             0.84493,             0.00051,                   5,             0.73705,             0.07621,             0.02789,             0.27344,              1.1891,             0.61871,              1.2872,                 0.2,              3.4892,                   0,             0.02039,             0.27584,             0.58333,                   0,             0.07009,             0.34932,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
              0.9215,             0.74488,              0.7978,             0.51039,            0.022982,           0.0089986,           0.0019925,             0.00839,             0.01617,             0.84205,             0.00049,              4.0989,             0.75092,             0.07231,             0.03815,             0.51227,              1.2521,             0.56322,               1.236,                 0.2,              3.1645,                   0,             0.01906,             0.30624,             0.50921,                   0,              0.0601,               0.263,                   0,                   0,                   0,                 0.5,             0.91279,                   0,                   0,              2.8319
             0.91558,             0.74275,             0.79835,             0.50605,            0.029092,            0.011854,            0.002099,             0.00336,             0.01012,             0.86651,             0.00027,              2.7809,             0.92054,             0.07813,             0.04803,             0.60837,              1.0178,             0.79569,              1.1715,                 0.2,              2.9383,                   0,             0.01229,             0.68989,             0.32836,                   0,              0.0817,             0.39113,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8246
             0.90691,             0.75309,             0.79467,             0.49734,            0.030208,            0.017184,           0.0018997,             0.00387,                0.01,             0.87016,             0.00038,              3.4888,             0.65288,             0.08404,             0.05022,              0.6089,             0.79564,              1.0157,              1.4481,                 0.2,               2.948,                   0,             0.01295,             0.78061,             0.31011,                   0,             0.09765,             0.54092,                   0,                   0,                   0,                 0.5,             0.50395,                   0,                   0,              3.4544
             0.90822,             0.74347,             0.78595,             0.47929,            0.023322,            0.018521,           0.0028365,              0.0041,                0.01,             0.82547,             0.00026,              3.0791,             0.91976,             0.04585,             0.04376,             0.76734,             0.94264,              1.2893,              1.3823,                 0.2,              2.8311,                   0,             0.01004,             0.70839,             0.42397,                   0,             0.09922,             0.32186,                   0,                   0,                   0,                 0.5,             0.93795,                   0,                   0,              4.6223
             0.90197,              0.7476,             0.79397,             0.50137,             0.03227,            0.014752,           0.0023892,             0.00373,             0.01035,               0.867,             0.00031,              3.0991,                0.95,             0.07982,             0.05314,             0.68505,              1.0423,             0.89499,              1.4748,                 0.2,              2.8311,                   0,             0.01229,             0.71126,             0.41896,                   0,             0.08115,             0.39113,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0545
              0.9195,             0.72827,             0.78987,             0.49549,            0.028731,            0.012431,           0.0018914,             0.00368,             0.01012,             0.95156,             0.00033,              3.2956,              0.8611,             0.07967,              0.0479,             0.52563,              1.1088,             0.89499,              1.1462,                 0.2,              2.7157,                   0,             0.01229,               0.774,             0.33362,                   0,             0.07569,             0.42118,                   0,                   0,                   0,                 0.5,             0.92405,                   0,                   0,              3.4544
             0.90804,             0.74409,             0.79827,             0.49953,            0.028607,            0.015419,           0.0021597,             0.00383,             0.01012,             0.86255,             0.00033,              3.0618,             0.93572,             0.08227,             0.04714,             0.62838,              1.0178,             0.89499,              1.5497,                 0.2,              2.9411,                   0,             0.01229,             0.76685,             0.29392,                   0,             0.08131,             0.39851,                   0,                   0,                   0,                 0.5,             0.98273,                   0,                   0,              3.1391
             0.91037,             0.64704,              0.7625,             0.45758,            0.026373,            0.011563,           0.0024667,             0.00384,                0.01,             0.85027,             0.00032,              3.3594,             0.86933,             0.07661,             0.04803,              0.5524,             0.89568,             0.82012,              1.4481,                 0.2,              2.5808,                   0,             0.01218,             0.69628,             0.34188,                   0,             0.07871,             0.39401,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               4.092
             0.91329,                0.75,             0.79711,             0.50708,            0.028126,            0.014052,           0.0023216,             0.00397,             0.01034,             0.87456,             0.00032,              3.0995,                0.95,             0.08214,             0.04667,             0.69317,              1.0178,             0.86399,              1.4709,                 0.2,              2.8311,                   0,             0.01207,             0.70285,             0.32836,                   0,             0.08508,              0.3972,                   0,                   0,                   0,                 0.5,             0.99507,                   0,                   0,              3.4544
             0.91369,             0.73904,              0.7979,             0.50317,            0.026243,            0.015807,           0.0023654,             0.00419,                0.01,             0.88674,             0.00031,              3.3275,             0.66556,             0.05823,              0.0442,             0.68505,              1.1178,             0.94917,              1.5649,                 0.2,              2.8421,                   0,             0.01229,             0.80418,             0.32836,                   0,              0.0817,             0.37974,                   0,                   0,                   0,                 0.5,             0.84352,                   0,                   0,              3.4544
             0.90607,             0.74464,             0.79745,             0.49627,            0.027091,            0.014734,           0.0024104,             0.00392,             0.01006,             0.90281,             0.00032,              2.8176,              0.8394,             0.07914,             0.04578,             0.69774,              1.0343,             0.87742,               1.529,                 0.2,              2.8362,                   0,             0.01266,             0.68743,             0.33765,                   0,             0.08327,             0.38148,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1274
