   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
               0.911,             0.74143,             0.78514,             0.48633,            0.036735,            0.020151,           0.0017282,             0.00918,             0.01039,             0.85787,             0.00048,              3.2553,             0.77863,             0.10053,             0.05454,              0.4108,              1.0339,             0.95173,              1.3438,                 0.2,              4.5058,                   0,             0.01605,             0.45263,              0.4321,                   0,             0.09661,             0.40449,                   0,                   0,                   0,                 0.5,             0.87896,                   0,                   0,               2.878
             0.91232,             0.72725,             0.77554,             0.46003,            0.035761,             0.01879,            0.001406,             0.01224,             0.01012,             0.88439,             0.00051,              2.6007,             0.74751,             0.09046,             0.04902,             0.36495,             0.78286,             0.99187,              1.1161,                 0.2,              3.6267,                   0,             0.01446,             0.55816,             0.47708,                   0,             0.10137,             0.51071,                   0,                   0,                   0,                 0.5,             0.95046,                   0,                   0,              2.3719
             0.88075,             0.72975,             0.77343,             0.45605,            0.031298,            0.023931,           0.0014107,             0.01198,             0.01129,             0.91489,             0.00051,                2.65,             0.75628,             0.09097,             0.04418,             0.40888,             0.64046,              1.1205,              1.2254,                 0.2,              4.5952,                   0,              0.0138,             0.48688,             0.39576,                   0,             0.09115,             0.54359,                   0,                   0,                   0,                 0.5,             0.90012,                   0,                   0,              2.5893
             0.89137,             0.73585,             0.77781,             0.47283,            0.038192,            0.021629,           0.0019514,             0.01043,             0.01009,             0.86412,             0.00063,              3.7567,             0.80753,             0.10861,              0.0535,             0.47577,             0.88112,             0.99187,              1.2288,                 0.2,              4.9536,                   0,             0.01788,              0.5994,             0.53312,                   0,             0.09896,             0.50022,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7306
             0.90208,             0.72853,             0.78012,             0.46897,            0.030739,            0.018717,           0.0015117,              0.0109,             0.01012,             0.86674,             0.00053,              3.4783,             0.73726,             0.09116,             0.04651,              0.4067,             0.87194,              0.9777,              1.2344,                 0.2,              3.8868,                   0,             0.01515,             0.51789,              0.4368,                   0,             0.09635,             0.47666,                   0,                   0,                   0,                 0.5,             0.95357,                   0,                   0,              2.8704
             0.88907,             0.71399,             0.77178,             0.44168,            0.034911,            0.020027,           0.0018521,             0.01125,             0.01061,             0.96554,             0.00051,              2.9902,             0.79092,             0.09208,             0.05011,              0.4544,             0.88544,              1.0855,              1.1779,                 0.2,              3.4647,                   0,             0.01452,             0.50064,             0.40203,                   0,             0.10323,              0.4766,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8706
             0.91038,             0.73404,             0.78285,             0.46899,            0.030472,            0.017393,           0.0015027,             0.01142,             0.01012,             0.85787,             0.00049,              3.5234,             0.72159,             0.08395,               0.046,             0.40609,             0.88112,             0.95104,              1.1723,                 0.2,              3.7561,                   0,             0.01689,             0.49907,              0.4368,                   0,             0.09896,             0.45685,                   0,                   0,                   0,                 0.5,             0.97134,                   0,                   0,              2.7445
             0.91294,             0.73976,             0.78612,               0.483,            0.032974,            0.018018,           0.0014372,             0.01068,                0.01,             0.85554,             0.00051,              3.3897,             0.71154,             0.09372,             0.04986,             0.39627,              0.8316,             0.99435,              1.1003,                 0.2,              3.9937,                   0,             0.01568,             0.50064,             0.46093,                   0,             0.09896,              0.4633,                   0,                   0,                   0,                 0.5,             0.99545,                   0,                   0,              2.8527
              0.8978,             0.73389,             0.78061,             0.47645,            0.035621,            0.019681,           0.0013424,               0.012,             0.01081,             0.85787,             0.00061,               2.601,             0.73726,              0.0973,             0.05309,             0.37523,             0.76314,             0.99187,              1.2512,                 0.2,              4.1302,                   0,             0.01523,             0.51399,             0.46558,                   0,             0.08414,             0.49686,                   0,                   0,                   0,                 0.5,              0.9588,                   0,                   0,              2.8706
             0.91063,             0.72985,             0.78271,             0.47951,            0.031794,            0.020371,           0.0015898,             0.00996,             0.01105,             0.86226,             0.00051,              3.3998,             0.78099,             0.10541,             0.04745,             0.41868,             0.88112,              1.0065,              1.2752,                 0.2,              4.3006,                   0,             0.01423,             0.47577,              0.4607,                   0,             0.09137,              0.4784,                   0,                   0,                   0,                 0.5,             0.85686,                   0,                   0,              3.2946
              0.9078,             0.73764,             0.78598,             0.48668,            0.030492,            0.018775,           0.0014957,             0.01125,             0.01021,             0.85439,              0.0005,              3.3611,             0.73282,              0.0936,             0.04698,             0.41088,             0.87547,              1.0027,              1.2191,                 0.2,              3.8546,                   0,              0.0155,             0.49881,              0.4368,                   0,             0.09896,             0.47833,                   0,                   0,                   0,                 0.5,             0.94609,                   0,                   0,              2.8681
             0.90892,             0.72658,             0.77902,             0.47224,            0.041572,            0.021376,           0.0017058,             0.00647,             0.01409,             0.91997,             0.00059,              2.8193,             0.63609,             0.11661,             0.05713,             0.46551,             0.68729,              1.0583,              1.1061,                 0.2,              4.5299,                   0,             0.01139,             0.47019,             0.41162,                   0,             0.08157,             0.26501,                   0,                   0,                   0,                 0.5,             0.28724,                   0,                   0,              2.4825
             0.91577,             0.74006,               0.789,             0.49522,            0.040494,             0.01981,            0.001543,             0.00656,             0.01291,             0.88793,             0.00048,              2.8142,             0.51887,             0.10622,             0.05826,              0.4227,             0.71901,             0.99144,              1.0819,                 0.2,              5.1917,                   0,             0.01224,             0.48312,             0.41219,                   0,             0.09055,             0.26272,                   0,                   0,                   0,                 0.5,             0.30074,                   0,                   0,              2.5748
             0.89264,             0.74224,             0.78416,             0.47319,            0.028377,            0.020383,           0.0015518,             0.01405,                0.01,             0.85695,             0.00049,              3.8023,             0.65003,             0.09416,             0.04185,             0.44153,             0.72026,             0.96333,              1.3879,                 0.2,              4.2316,                   0,             0.02062,              0.4053,             0.39513,                   0,             0.08579,             0.54906,                   0,                   0,                   0,                 0.5,             0.89522,                   0,                   0,              3.1178
             0.90697,              0.7336,               0.793,             0.47835,            0.027817,            0.019922,           0.0015719,             0.01373,              0.0113,             0.83444,             0.00046,              3.4248,             0.82619,             0.07471,               0.042,             0.40837,             0.91556,             0.96805,              1.4233,                 0.2,              3.8602,                   0,             0.01295,             0.56761,             0.39116,                   0,             0.11247,               0.479,                   0,                   0,                   0,                 0.5,              0.8728,                   0,                   0,               2.785
             0.91949,             0.73595,             0.78735,             0.48584,            0.030206,            0.018944,           0.0018846,             0.01002,             0.01061,             0.83013,             0.00045,              3.0366,             0.65652,             0.09783,             0.04727,             0.50016,              1.0173,              1.0795,              1.1789,                 0.2,              3.5737,                   0,             0.01246,             0.49529,             0.46241,                   0,             0.10104,               0.479,                   0,                   0,                   0,                 0.5,             0.81501,                   0,                   0,              2.5406
             0.90806,             0.72698,             0.77575,             0.46916,            0.030067,            0.021599,           0.0018752,             0.01126,             0.01061,             0.84165,             0.00038,              3.2846,              0.5114,             0.10221,             0.03988,             0.43844,             0.89143,              1.0791,             0.98011,                 0.2,              4.9385,                   0,              0.0138,             0.38851,             0.50509,                   0,             0.10119,               0.479,                   0,                   0,                   0,                 0.5,             0.88385,                   0,                   0,              2.1188
             0.92069,             0.73136,             0.78728,             0.48782,            0.027856,            0.017901,           0.0014259,             0.01015,                0.01,             0.81152,             0.00045,              2.8301,             0.65652,             0.07647,             0.04295,             0.37141,               1.015,             0.97749,              1.2248,                 0.2,              3.6915,                   0,             0.01495,             0.54794,              0.4241,                   0,             0.10797,               0.479,                   0,                   0,                   0,                 0.5,             0.89522,                   0,                   0,              2.9493
             0.91321,             0.73714,             0.78866,             0.48391,            0.028291,            0.020031,           0.0015585,             0.01187,             0.01091,             0.83121,             0.00045,              3.4589,             0.65116,             0.09164,             0.04334,             0.40956,             0.96222,              1.0633,              1.2624,                 0.2,               3.766,                   0,             0.01665,             0.49982,             0.41888,                   0,             0.09887,             0.48432,                   0,                   0,                   0,                 0.5,             0.87638,                   0,                   0,              2.6206
             0.90834,             0.73736,             0.78872,             0.48245,            0.027327,             0.01944,           0.0015545,             0.00978,             0.01164,             0.83013,             0.00037,               3.916,             0.74016,             0.08304,             0.04185,             0.40609,             0.95237,              1.0633,              1.1526,                 0.2,              3.8602,                   0,             0.01695,             0.49529,             0.54826,                   0,             0.11449,             0.52014,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6856
              0.9122,             0.74369,              0.7874,             0.48095,            0.027426,            0.019168,           0.0015567,             0.01194,             0.01023,             0.83013,             0.00047,              3.1456,             0.67769,             0.09232,             0.04185,             0.41309,             0.95185,              1.0248,              1.2372,                 0.2,              3.8233,                   0,             0.01648,             0.49049,              0.4199,                   0,             0.10108,             0.48729,                   0,                   0,                   0,                 0.5,             0.95398,                   0,                   0,              2.6829
             0.87698,             0.65383,             0.71146,             0.44057,            0.025283,            0.020866,           0.0019689,             0.01205,                0.01,             0.78137,             0.00046,              3.5053,             0.55557,             0.08656,             0.04182,              0.3793,             0.87667,              1.0843,              1.4416,                 0.2,              3.8602,                   0,             0.01634,             0.43911,             0.35205,                   0,             0.09896,             0.34437,                   0,                   0,                   0,                 0.5,             0.84308,                   0,                   0,              3.8795
             0.91772,             0.73354,             0.78484,              0.4908,            0.026483,            0.015903,           0.0017114,             0.01053,             0.01156,             0.83013,             0.00045,              3.5403,             0.58122,             0.08934,             0.04105,             0.43324,              1.0341,              0.9269,              1.0795,                 0.2,              3.6379,                   0,             0.01603,             0.49529,             0.42454,                   0,             0.09896,             0.41939,                   0,                   0,                   0,                 0.5,             0.77493,                   0,                   0,              2.9919
             0.90824,              0.7392,             0.78881,             0.48549,             0.02659,            0.014872,           0.0020868,             0.00943,             0.01156,             0.84608,             0.00045,              3.5403,             0.62674,             0.08934,             0.04114,             0.50703,              1.1624,             0.85176,              1.1131,                 0.2,              3.6379,                   0,             0.01776,             0.51292,             0.43574,                   0,             0.10119,             0.37548,                   0,                   0,                   0,                 0.5,             0.76437,                   0,                   0,              2.6595
             0.92396,             0.66013,             0.76876,             0.46822,            0.023998,            0.014533,           0.0020953,             0.01032,               0.011,             0.79218,             0.00045,              3.5403,             0.56347,             0.08579,             0.04217,             0.43324,              1.0867,              0.9269,              1.1465,                 0.2,              3.6379,                   0,             0.01522,             0.57002,              0.4124,                   0,             0.09916,             0.43386,                   0,                   0,                   0,                 0.5,             0.75689,                   0,                   0,              3.5509
             0.91089,             0.75118,             0.79206,             0.49553,            0.026021,            0.013565,           0.0014526,             0.01053,             0.01188,             0.83013,             0.00049,              3.3737,             0.64675,             0.09305,              0.0425,             0.43324,             0.88586,             0.90614,              1.0011,                 0.2,              3.2569,                   0,             0.01889,             0.47914,             0.42454,                   0,              0.1101,             0.38233,                   0,                   0,                   0,                 0.5,              0.8316,                   0,                   0,              3.3413
             0.91251,             0.73256,               0.788,             0.48881,            0.025446,            0.012793,           0.0019642,             0.00777,                0.01,             0.91859,             0.00051,              3.4185,              0.6766,             0.09186,             0.04054,             0.50415,              1.1257,             0.84254,               1.034,                 0.2,              3.1104,                   0,             0.01562,             0.81057,             0.41768,                   0,               0.073,             0.31739,                   0,                   0,                   0,                 0.5,              0.9113,                   0,                   0,              3.0239
              0.9228,             0.73727,             0.80455,             0.49988,             0.02361,            0.014166,           0.0022905,             0.00545,                0.01,             0.91642,             0.00051,               2.835,             0.77747,             0.08185,             0.03841,             0.57255,              1.2676,             0.92993,              1.0789,                 0.2,               3.179,                   0,             0.01549,             0.87738,             0.50727,                   0,             0.06176,             0.37808,                   0,                   0,                   0,                 0.5,             0.90475,                   0,                   0,              2.7909
             0.92101,             0.74544,             0.79458,             0.49735,            0.024469,            0.012156,           0.0018949,             0.00762,                0.01,             0.91378,              0.0005,               3.387,              0.6547,              0.0927,             0.04012,             0.50857,              1.1377,             0.84931,              1.0286,                 0.2,              2.9882,                   0,              0.0156,             0.83193,             0.42703,                   0,             0.07247,             0.31803,                   0,                   0,                   0,                 0.5,             0.90861,                   0,                   0,              2.7909
             0.91811,             0.74224,             0.78885,             0.49407,            0.026051,            0.013585,           0.0014687,             0.01054,             0.01188,             0.82994,             0.00049,              3.3757,             0.64675,              0.0931,             0.04249,             0.43323,             0.88622,             0.90667,              1.0017,                 0.2,              3.2578,                   0,             0.01889,             0.47889,             0.42454,                   0,             0.11012,             0.38229,                   0,                   0,                   0,                 0.5,             0.83163,                   0,                   0,              3.3471
             0.92235,             0.73802,             0.78978,             0.49094,            0.024993,            0.012855,           0.0014539,             0.01011,             0.01267,             0.83816,             0.00049,              3.5238,              0.6857,             0.09758,             0.04097,             0.43324,             0.88586,             0.83421,              1.0474,                 0.2,               3.246,                   0,             0.02076,             0.51798,             0.42454,                   0,             0.10911,             0.37795,                   0,                   0,                   0,                 0.5,             0.88602,                   0,                   0,               3.295
             0.91177,             0.74112,             0.78719,             0.49185,            0.027537,            0.014674,           0.0017633,             0.01055,             0.01188,             0.83104,              0.0005,              3.3074,             0.66081,             0.09305,             0.04315,             0.49537,             0.88586,             0.90614,              1.0358,                 0.2,              3.5442,                   0,             0.01693,             0.47914,             0.34688,                   0,             0.10092,             0.38233,                   0,                   0,                   0,                 0.5,             0.82371,                   0,                   0,              3.4738
             0.91148,             0.74765,             0.79292,             0.49641,            0.024575,            0.013891,           0.0017904,             0.01149,             0.01152,             0.82867,             0.00051,              4.0597,             0.60752,             0.07424,             0.03926,             0.49416,             0.93731,             0.90614,              1.0011,                 0.2,              3.3503,                   0,             0.01625,             0.41971,             0.43752,                   0,             0.07771,              0.3842,                   0,                   0,                   0,                 0.5,             0.76319,                   0,                   0,              3.3413
              0.9239,              0.6515,             0.72177,             0.44857,            0.024265,            0.014143,           0.0018028,             0.00842,             0.01338,              0.8314,             0.00055,              3.2732,             0.66643,             0.09133,             0.04025,             0.44034,             0.79995,             0.90614,              1.0011,                 0.2,              3.7725,                   0,             0.01847,             0.42173,             0.42454,                   0,             0.12281,             0.41801,                   0,                   0,                   0,                 0.5,              0.8316,                   0,                   0,              4.1158
             0.91347,             0.74442,             0.79085,             0.49236,            0.025715,            0.013398,           0.0013871,             0.01019,             0.01302,             0.80731,             0.00046,              3.5149,             0.64675,              0.0915,             0.04199,             0.43324,             0.80979,             0.94933,             0.89404,                 0.2,              3.2569,                   0,             0.01819,               0.483,             0.42454,                   0,             0.11088,             0.34544,                   0,                   0,                   0,                 0.5,             0.83969,                   0,                   0,              2.8812
             0.90422,             0.73541,             0.78236,             0.47049,            0.026086,            0.017785,           0.0013765,             0.01138,             0.01054,             0.81702,             0.00035,              2.8654,             0.64675,             0.08121,             0.03518,             0.40887,             0.55912,             0.90384,              1.0011,                 0.2,              4.6253,                   0,             0.01468,             0.59362,             0.23227,                   0,             0.12185,             0.42759,                   0,                   0,                   0,                 0.5,              0.8316,                   0,                   0,                   2
             0.90315,             0.73132,             0.77629,              0.4766,             0.02108,            0.011761,           0.0016446,             0.01331,             0.01097,             0.83013,             0.00044,              4.5162,             0.46967,             0.08333,             0.03763,             0.43324,              0.7265,             0.93428,             0.80546,                 0.2,              3.3889,                   0,             0.02047,             0.47914,             0.36841,                   0,             0.09637,             0.38233,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              5.1698
             0.91657,             0.74212,             0.79033,             0.49577,            0.022131,            0.013882,           0.0014285,             0.01132,             0.01304,             0.82745,             0.00042,              3.3106,             0.74546,             0.08019,             0.03573,             0.41313,             0.88586,             0.92915,             0.97384,                 0.2,               3.319,                   0,             0.01795,             0.45846,             0.43338,                   0,             0.10742,             0.38233,                   0,                   0,                   0,                 0.5,             0.80424,                   0,                   0,              3.3413
             0.92059,             0.74151,             0.79062,             0.49851,            0.025895,            0.014069,           0.0014628,             0.01301,             0.01198,             0.81615,             0.00047,              4.1178,             0.58052,             0.07461,             0.04243,             0.43397,             0.89653,              1.0183,             0.91424,                 0.2,              3.1276,                   0,             0.01625,             0.37916,              0.4231,                   0,             0.06133,             0.35549,                   0,                   0,                   0,                 0.5,              0.8804,                   0,                   0,              3.3413
             0.92502,             0.74393,             0.79432,             0.49804,            0.021675,            0.014171,           0.0018399,             0.00964,             0.01297,             0.84626,             0.00056,              3.6193,             0.62706,             0.08115,             0.03432,             0.47131,              1.1284,             0.90373,              1.0011,                 0.2,              3.4092,                   0,             0.01734,             0.39098,             0.43752,                   0,             0.06534,             0.29871,                   0,                   0,                   0,                 0.5,             0.83929,                   0,                   0,              3.0953
              0.9171,             0.74277,             0.79633,             0.50011,             0.02605,            0.012842,           0.0018082,             0.00566,                0.01,              0.9065,             0.00036,               3.387,             0.94463,             0.09073,             0.04278,             0.49957,               1.051,             0.84931,               1.142,                 0.2,              2.9882,                   0,             0.01348,                 0.9,              0.3271,                   0,              0.0743,             0.31803,                   0,                   0,                   0,                 0.5,             0.88462,                   0,                   0,              2.8254
             0.91686,             0.74105,             0.79201,             0.50205,            0.021694,            0.014147,           0.0018102,             0.00964,             0.01291,             0.84626,             0.00056,              3.6037,             0.62853,              0.0808,             0.03444,             0.46796,              1.1319,             0.90373,              1.0014,                 0.2,              3.3989,                   0,             0.01729,             0.38848,             0.43838,                   0,             0.06535,             0.29871,                   0,                   0,                   0,                 0.5,             0.83861,                   0,                   0,              3.0981
             0.91767,             0.74709,             0.79927,              0.5031,              0.0238,             0.01283,           0.0020368,             0.00545,             0.01021,             0.90479,             0.00037,              3.3548,                0.95,             0.07279,              0.0392,             0.57671,               1.051,             0.83464,              1.1811,                 0.2,              2.9882,                   0,             0.01306,             0.86198,              0.3911,                   0,              0.0743,             0.28688,                   0,                   0,                   0,                 0.5,             0.72445,                   0,                   0,              2.6659
             0.91442,             0.74032,             0.79321,              0.4965,             0.02378,            0.012014,           0.0018313,             0.00526,             0.01066,              0.9065,             0.00038,              3.4101,             0.94463,             0.09073,             0.03962,             0.51648,              1.0411,             0.86207,              1.0372,                 0.2,              2.8863,                   0,             0.01348,             0.86926,             0.31233,                   0,             0.06185,             0.32728,                   0,                   0,                   0,                 0.5,             0.84619,                   0,                   0,              3.0846
             0.91803,              0.7442,             0.79522,             0.49505,            0.027177,            0.012734,            0.001789,             0.00547,             0.01034,              0.9065,             0.00036,              3.1681,                0.95,             0.08855,             0.04366,             0.47361,              1.0634,             0.84168,               1.049,                 0.2,               3.182,                   0,             0.01391,                 0.9,              0.3271,                   0,              0.0701,             0.33056,                   0,                   0,                   0,                 0.5,             0.89874,                   0,                   0,              2.8254
             0.87793,             0.69861,             0.75506,             0.40807,            0.033597,            0.024035,           0.0023246,             0.00566,                0.01,                0.98,             0.00049,              4.2409,              0.7733,             0.10334,             0.04278,             0.49957,              0.9936,              1.1613,              1.2337,                 0.2,              3.4674,                   0,             0.01348,                 0.9,             0.42128,                   0,             0.09211,             0.30349,                   0,                   0,                   0,                 0.5,              0.6752,                   0,                   0,                   2
             0.91373,              0.7433,             0.79383,             0.50097,            0.025783,            0.012917,           0.0016937,             0.00541,                0.01,              0.9065,             0.00036,              3.3576,             0.91972,             0.09073,             0.04297,             0.47008,               1.051,             0.87003,               1.153,                 0.2,              2.9283,                   0,             0.01319,                 0.9,             0.31631,                   0,             0.07342,             0.33005,                   0,                   0,                   0,                 0.5,             0.90896,                   0,                   0,              2.8727
             0.92042,             0.74795,             0.80492,             0.50177,            0.030087,             0.01279,           0.0017982,             0.00541,             0.01046,             0.91266,             0.00031,              3.3576,             0.91972,             0.07497,             0.05034,             0.48787,              1.1346,             0.87669,              1.1183,                 0.2,              2.9283,                   0,             0.01484,             0.60029,             0.37137,                   0,             0.07324,             0.33005,                   0,                   0,                   0,                 0.5,             0.90896,                   0,                   0,              2.6972
             0.92325,             0.74462,             0.79655,             0.50308,            0.021312,            0.013621,           0.0019278,             0.01091,             0.01291,             0.83157,             0.00041,              3.2608,             0.71576,              0.0808,             0.03364,             0.49906,              1.1319,             0.85536,              1.0408,                 0.2,              3.4421,                   0,             0.01729,             0.37249,             0.46904,                   0,             0.06535,             0.30103,                   0,                   0,                   0,                 0.5,             0.83861,                   0,                   0,              2.5745
             0.92122,              0.7435,              0.7929,             0.50163,            0.021118,            0.013895,           0.0018178,             0.00964,             0.01228,             0.84626,             0.00056,               3.576,             0.63981,             0.07943,             0.03444,             0.47456,              1.1319,             0.93057,             0.97232,                 0.2,              3.3668,                   0,             0.01781,             0.38867,             0.43838,                   0,             0.06535,             0.30555,                   0,                   0,                   0,                 0.5,             0.83861,                   0,                   0,              3.0981
               0.914,             0.73869,             0.78188,             0.48018,              0.0227,            0.013675,           0.0020753,             0.00964,             0.01223,             0.88408,             0.00053,              3.6037,             0.70464,              0.0808,             0.03237,             0.46796,              1.2593,              0.8272,              1.0014,                 0.2,              3.3173,                   0,             0.01787,             0.39141,             0.49612,                   0,              0.0645,             0.28711,                   0,                   0,                   0,                 0.5,             0.92456,                   0,                   0,              2.1925
             0.91505,             0.74679,             0.79229,             0.49954,            0.021571,            0.014651,           0.0017181,             0.00966,             0.01263,             0.86342,             0.00057,              4.0166,             0.68723,             0.08212,             0.03444,              0.4648,              1.0327,             0.94472,             0.98867,                 0.2,              3.3989,                   0,             0.01922,             0.38848,             0.44674,                   0,             0.06377,             0.30221,                   0,                   0,                   0,                 0.5,             0.80173,                   0,                   0,                2.94
             0.92168,             0.74378,             0.79102,             0.49961,            0.021727,            0.014111,           0.0018273,             0.00963,             0.01291,             0.84633,             0.00056,              3.6034,             0.62951,              0.0809,             0.03445,             0.46658,              1.1318,             0.90479,              1.0019,                 0.2,              3.3992,                   0,             0.01729,             0.38901,             0.43799,                   0,             0.06538,             0.29877,                   0,                   0,                   0,                 0.5,             0.83807,                   0,                   0,              3.0894
             0.92034,             0.74262,             0.79325,             0.49508,            0.020323,             0.01374,           0.0018762,             0.00967,             0.01415,             0.83569,             0.00056,              3.6098,             0.62853,             0.07896,             0.03182,             0.46614,              1.1319,             0.90373,             0.92851,                 0.2,              3.3989,                   0,             0.01676,             0.38848,             0.45198,                   0,              0.0664,             0.32042,                   0,                   0,                   0,                 0.5,             0.85915,                   0,                   0,              2.9855
             0.92153,             0.74082,             0.79268,             0.50348,            0.022986,            0.014389,           0.0018962,             0.00935,             0.01283,             0.84626,             0.00049,              3.6925,             0.62853,             0.07812,              0.0367,             0.46796,              1.1877,             0.92223,              1.0014,                 0.2,              3.3989,                   0,             0.01776,             0.38848,             0.46883,                   0,             0.06234,             0.32161,                   0,                   0,                   0,                 0.5,             0.90187,                   0,                   0,              3.0981
             0.91752,             0.74811,             0.79403,             0.49575,             0.02946,            0.013275,           0.0016444,             0.00585,              0.0104,             0.90582,             0.00025,              2.8768,                0.95,             0.07342,             0.04789,             0.43655,               1.144,             0.87661,              1.1164,                 0.2,              3.0605,                   0,             0.01484,             0.68152,             0.35016,                   0,             0.07816,             0.35485,                   0,                   0,                   0,                 0.5,             0.83042,                   0,                   0,              2.9234
             0.92092,             0.73836,             0.79246,             0.49625,            0.030145,             0.01263,           0.0017853,             0.00538,             0.01041,             0.91283,             0.00031,              3.3312,             0.90239,             0.07497,             0.05012,             0.48156,              1.1185,             0.85731,              1.1183,                 0.2,              2.9283,                   0,             0.01484,             0.61196,             0.37362,                   0,             0.07368,             0.32927,                   0,                   0,                   0,                 0.5,             0.90896,                   0,                   0,              2.5406
             0.91978,             0.73571,             0.78376,             0.47746,            0.034575,            0.015506,           0.0020966,             0.00569,             0.01046,             0.91266,             0.00025,              3.9387,             0.81381,              0.0729,             0.05034,             0.49148,              1.1888,             0.89158,              1.2053,                 0.2,              3.1074,                   0,             0.01484,             0.60029,             0.35594,                   0,             0.07483,             0.33005,                   0,                   0,                   0,                 0.5,             0.90073,                   0,                   0,              2.1822
             0.92082,             0.74216,             0.79526,             0.49821,            0.031452,            0.011183,           0.0020145,             0.00541,             0.01047,             0.92761,             0.00031,              3.6036,             0.91972,             0.08022,             0.05266,             0.53753,              1.1099,             0.80927,              1.0526,                 0.2,              2.8707,                   0,             0.01484,             0.61233,             0.34921,                   0,             0.06936,             0.34973,                   0,                   0,                   0,                 0.5,             0.90147,                   0,                   0,              2.5653
             0.92349,             0.75023,             0.79781,             0.50126,            0.030887,             0.01205,           0.0019187,             0.00537,             0.01068,              0.9177,             0.00025,              3.1718,             0.91964,              0.0781,             0.05088,             0.51502,              1.1346,             0.80718,              1.1183,                 0.2,              2.9735,                   0,             0.01644,             0.60883,             0.33686,                   0,             0.06212,             0.33005,                   0,                   0,                   0,                 0.5,             0.90896,                   0,                   0,              2.6972
