               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,             0.03091,            0.021737,           0.0027218,              0.8934,             0.72056,              0.7735,              0.4577,            0.029311,            0.015832,           0.0017881,            0.005182,            0.005182,            0.005182
                 148,            0.030955,            0.021844,           0.0027823,             0.89571,             0.71966,             0.77413,             0.45809,            0.029281,            0.015816,           0.0017853,            0.005149,            0.005149,            0.005149
                 149,            0.031043,            0.021739,           0.0027357,             0.89517,             0.72046,             0.77472,             0.45918,            0.029256,            0.015804,           0.0017828,            0.005116,            0.005116,            0.005116
                 150,            0.031013,            0.021868,            0.002722,             0.89639,             0.71897,             0.77447,             0.45968,            0.029231,             0.01579,           0.0017807,            0.005083,            0.005083,            0.005083
                 151,             0.03075,            0.021817,           0.0027066,             0.89687,             0.71847,             0.77463,             0.46046,            0.029204,            0.015777,           0.0017779,             0.00505,             0.00505,             0.00505
                 152,            0.030796,            0.021787,           0.0026892,             0.89717,             0.71908,             0.77473,             0.46068,            0.029178,            0.015765,           0.0017756,            0.005017,            0.005017,            0.005017
                 153,            0.030769,            0.021726,           0.0027183,             0.89726,             0.71825,              0.7747,             0.46123,            0.029155,            0.015751,           0.0017733,            0.004984,            0.004984,            0.004984
                 154,            0.030812,            0.021886,           0.0027555,             0.89681,             0.72064,             0.77503,             0.46124,            0.029129,            0.015738,           0.0017708,            0.004951,            0.004951,            0.004951
                 155,            0.030827,            0.021771,           0.0027198,              0.8968,             0.72194,             0.77552,             0.46202,            0.029104,            0.015724,           0.0017681,            0.004918,            0.004918,            0.004918
                 156,            0.030692,            0.021784,            0.002678,             0.89479,             0.72385,             0.77603,             0.46214,            0.029077,             0.01571,            0.001766,            0.004885,            0.004885,            0.004885
                 157,            0.030555,            0.021723,            0.002691,             0.89519,             0.72388,             0.77624,             0.46248,            0.029052,            0.015696,           0.0017639,            0.004852,            0.004852,            0.004852
                 158,            0.030647,            0.021598,           0.0026718,             0.89896,             0.72238,             0.77636,             0.46247,            0.029027,            0.015682,            0.001762,            0.004819,            0.004819,            0.004819
                 159,            0.030614,            0.021663,           0.0027459,             0.89953,             0.72141,             0.77644,             0.46272,               0.029,            0.015668,           0.0017591,            0.004786,            0.004786,            0.004786
                 160,            0.030524,            0.021457,           0.0026852,             0.89871,             0.72288,             0.77705,             0.46357,            0.028977,            0.015656,           0.0017569,            0.004753,            0.004753,            0.004753
